IP,Date,Time,Accepted cookies,Device type,Browser language,Browser name,OS Name,Country,Region,RegionName,City,Zipcode,Lat,Lon
2401:4900:1c44:268f:2984:2b70:bb1:64be,2025-05-30,11:40:49 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Pune,411004,18.5211,73.8502
